;ecocyc_id;synonyms;products;n_prods;ko_obs;url;uniprot;class
b4077;EG10405;gltP;GLTP-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10405;P21345;membrane
b2265;EG12362;menF yfbA;MENF-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12362;P38051;
b1283;EG10679;osmB;EG10679-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10679;P0ADA7;
b4370;EG30048;leuQ leuVgamma;leuQ-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30048;;
b2092;EG12416;gatC;GATC-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12416;P69831;
b2206;EG12067;napA yojD yojC yojE;NAPA-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12067;P33937;
b1048;EG11885;opgG mdoA mdoG;EG11885-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11885;P33136;
b0202;EG30045;ileV;ileV-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30045;;
b4152;EG10332;frdC;FUM-MEMB1;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10332;P0A8Q0;membrane
b2487;G7304;hyfG;MONOMER0-150;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7304;P77329;
b0814;EG12117;ompX ybiG ompP;EG12117-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12117;P0A917;
b0665;EG30029;glnV Su2 glnValpha suII supE;glnV-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30029;;
b0896;EG10234;dmsC;DMSC-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10234;P18777;
b2203;EG12061;napB yejY;NAPB-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12061;P0ABL3;
b1256;EG11124;ompW yciD;EG11124-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11124;P0A915;
b2397;EG30011;alaW alaWalpha;alaW-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30011;;
b0657;EG10168;lnt cutE;EG10168-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10168;P23930;
b2264;EG10579;menD;MEND-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10579;P17109;
b1377;G6700;ompN ynaG;G6700-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6700;P77747;
b1870;G7020;cmoA yecO;G7020-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7020;P76290;
b3732;EG10101;atpD papB uncD;ATPD-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10101;P0ABB4;
b4076;EG11950;nrfG yjcN aidC;EG11950-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11950;P32712;
b3875;G7814;ompL yshA;G7814-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7814;P76773;
b0244;EG30104;thrW;thrW-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30104;;
b2413;EG10003;cysZ;EG10003-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10003;P0A6J3;
b2481;EG11150;hyfA yffE;MONOMER0-152;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11150;P23481;
b1319;G6657;ompG;G6657-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6657;P76045;
b3171;EG30061;metY;metY-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30061;;
b3514;EG12241;mdtF yhiV;YHIV-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12241;P37637;
b2728;EG10485;hypC;EG10485-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10485;P0AAM3;
b0929;EG10671;ompF nfxB tolF cmlB cry;EG10671-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10671;P02931;
b3797;EG30042;hisR hisT;hisR-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30042;;
b2796;EG12142;sdaC dcrA;SDAC-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12142;P0AAD6;
b4154;EG10330;frdA;FUM-FLAVO;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10330;P00363;
b2215;EG10670;ompC meoA par;EG10670-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10670;P06996;
b0206;EG30024;aspU;aspU-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30024;;
b3478;EG12077;nikC hydD hydC;NIKC-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12077;P0AFA9;
b1872;G7022;torZ bisZ;G7022-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7022;P46923;
b1335;EG10668;ogt;EG10668-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10668;P0AFH0;
b3853;EG30008;alaT talA;charged-alaT-tRNA alaT-tRNA;2;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30008;;
b2128;EG12009;yehW;YEHW-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12009;P33359;
b1468;EG10648;narZ chlZ;NARZ-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10648;P19319;
b2082;G7119;ogrK;G7119-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7119;P37057;
b0747;G6390;lysY lysTg lysTgamma;RNA0-301;1;;http://ecocyc.org/gene?orgid=ECOLI&id=G6390;;
b3485;EG11767;yhhJ;YHHJ-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11767;P0AGH1;
b0976;EG10472;hyaE;EG10472-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10472;P19931;
b1813;EG12693;nudL yeaB;EG12693-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG12693;P43337;
b3979;EG30101;thrT;thrT-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30101;;
b4354;G7942;btsT yjiY;G7942-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7942;P39396;
b1466;EG10645;narW chlZ;NARW-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10645;P19317;
b1865;EG11138;nudB yebD ntpA;H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11138;P0AFC0;
b0673;EG30058;metT metTalpha;metT-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30058;;
b2224;EG11672;atoB;ACETYL-COA-ACETYLTRANSFER-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11672;P76461;
b2260;EG12437;menE;O-SUCCINYLBENZOATE-COA-LIG-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG12437;P37353;
b2673;G7401;nrdH ygaN;G7401-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7401;P0AC65;
b1911;EG30039;glyW ins mutC suA58 suA78;glyW-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30039;;
b3103;G7617;yhaH;G7617-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7617;P64590;
b2208;EG12068;napF yojG;NAPF-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12068;P0AAL0;
b4238;EG11417;nrdD;RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11417;P28903;
b1986;EG30021;asnU;asnU-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30021;;
b4111;EG11612;proP;PROP-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11612;P0C0L7;
b3895;EG11859;fdhD;EG11859-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11859;P32177;
b2710;G7413;norV ygaJ ygaI ygaK;G7413-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7413;Q46877;
b3706;EG10997;mnmE trmE thdF;EG10997-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10997;P25522;
b2546;G7340;yphD;YPHD-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7340;P77315;
b3833;EG11473;ubiE yigO;2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER;1;OBS0-49 OBS0-32 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11473;P0A887;
b0548;G6304;ninE;G6304-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G6304;Q47270;
b2403;EG30114;valY valUgamma;valY-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30114;;
b3823;EG11468;rhtC yigJ;RHTC-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11468;P0AG38;
b1226;EG10641;narJ;NARJ-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10641;P0AF26;
b3414;G7748;nfuA yhgI gntY;G7748-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7748;P63020;
b2695;EG30095;serV supD;serV-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30095;;
b2322;G7198;yfcJ;B2322-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7198;P77549;
b2488;G7305;hyfH;MONOMER0-144;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7305;P77423;
b0568;EG11740;nfrA;EG11740-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11740;P31600;
b0743;EG30055;lysT supL supG sua lysTalpha Su[beta];lysT-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30055;;
b4040;EG11370;ubiA sdgG? cyr;4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG11370;P0AGK1;
b2204;EG12062;napH yejZ;NAPH-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12062;P33934;
b0714;G6383;nei;G6383-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G6383;P50465;
b3978;EG30036;glyT sumA sup15B supA36;glyT-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30036;;
b1821;G6999;mntP yebN;G6999-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6999;P76264;
b1224;EG10638;narG chlC narC;NARG-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10638;P09152;
b2207;EG12143;napD yojF;NAPD-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12143;P0A9I5;
b2693;EG30018;argY argVbeta;argY-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30018;;
b0898;EG11242;ycaD;YCAD-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11242;P21503;
b2990;EG11805;hybG;EG11805-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11805;P0AAM7;
b3222;G7676;nanK yhcI;NANK-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7676;P45425;
b1665;EG30111;valV;valV-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30111;;
b0407;EG11096;yajC;EG11096-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11096;P0ADZ7;
b4153;EG10331;frdB;FUM-FE-S;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10331;P0AC47;
b3223;G7677;nanE yhcJ;NANE-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7677;P0A761;
b3658;EG30092;selC fdhC;selC-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30092;;
b1433;G6744;ydcO;B1433-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6744;P76103;
b1873;G7023;torY yecK;G7023-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7023;P52005;
b3225;EG10637;nanA npl;ACNEULY-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10637;P0A6L4;
b1502;G6792;ydeQ;G6792-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6792;P77588;
b0739;EG11007;tolA cim excC lky tol-2;EG11007-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11007;P19934;
b0672;EG30052;leuW feeB;leuW-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30052;;
b1107;G6567;nagZ ycfO;G6567-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6567;P75949;
b1382;G6704;ynbE;G6704-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6704;P64448;
b0987;G6508;gfcA ymcD;G6508-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G6508;P75885;
b3757;EG30033;gltU tgtC;gltU-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30033;;
b1119;G6576;nagK ycfX;G6576-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6576;P75959;
b1171;G6611;ymgD;G6611-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6611;P0AB46;
b0945;EG10807;pyrD;DIHYDROOROTOX-MONOMER;1;OBS0-49 OBS0-31 OBS0-50 OBS0-32 OBS0-37 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10807;P0A7E1;
b2694;EG30015;argV argValpha;argV-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30015;;
b0678;EG10633;nagB glmD;GLUCOSAMINE-6-P-DEAMIN-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10633;P0A759;
b0858;G6448;ybjO;G6448-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6448;P0AAZ0;
b0787;G6404;ybhM;G6404-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6404;P75769;
b1910;G7991;cysT;cysT-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=G7991;;
b0677;EG10632;nagA;NAG6PDEACET-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10632;P0AF18;
b0362;G6214;yaiX_1 yaiF;G6214-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G6214;P75697;
b0465;G6255;mscK aefA kefA;G6255-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6255;P77338;
b1230;EG30108;tyrV tyrTbeta;tyrV-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30108;;
b0109;EG11546;nadC;QUINOPRIBOTRANS-MONOMER;1;OBS0-49 OBS0-31 OBS0-50 OBS0-32 OBS0-37 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11546;P30011;
b0213;G6100;yafS;G6100-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6100;P75672;
b0019;EG10652;nhaA ant antA hyc;NHAA-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10652;P13738;
b3545;EG30066;proK proV;proK-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30066;;
b2574;EG10631;nadB nic nicB;L-ASPARTATE-OXID-MONOMER;1;OBS0-49 OBS0-31 OBS0-50 OBS0-32 OBS0-37 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10631;P10902;
b4655;G0-10616;ythA;MONOMER0-2840;1;;http://ecocyc.org/gene?orgid=ECOLI&id=G0-10616;A8DYQ1;
b4602;G0-10594;ynhF;MONOMER0-2822;1;;http://ecocyc.org/gene?orgid=ECOLI&id=G0-10594;A5A618;
b3798;EG30049;leuT;leuT-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30049;;
b0750;EG10630;nadA nicA;QUINOLINATE-SYNTHA-MONOMER;1;OBS0-49 OBS0-31 OBS0-50 OBS0-32 OBS0-37 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10630;P11458;
b4554;G0-10468;yibT;MONOMER0-2690;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G0-10468;Q2M7R5;
b1890;EG10601;motA flaJ;MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10601;P09348;
b3069;EG30046;ileX;ileX-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30046;;
b2961;EG10627;mutY micA;EG10627-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10627;P17802;
b4305;EG12557;sgcX yjhO;SGCB-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12557;P39366;
b2587;EG10522;kgtP witA;KGTP-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10522;P0AEX3;
b0668;EG30030;glnW glnU-beta glnUbeta;glnW-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30030;;
b0099;EG10626;mutT nudA;EG10626-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10626;P08337;
b3537;EG12264;bcsF yhjT;EG12264-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG12264;P0ADJ5;
b4337;EG12576;mdtM yjiO;YJIO-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12576;P39386;
b2396;EG30012;alaX alaWbeta;alaX-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30012;;
b2733;EG10625;mutS ant plm fdv;EG10625-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10625;P23909;
b2158;EG12027;yeiH;EG12027-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12027;P62723;
b3927;EG10396;glpF;GLPF-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10396;P0AER0;membrane
b1871;G7021;cmoB yecP;G7021-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7021;P76291;
b3635;EG10329;mutM fpg;EG10329-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10329;P05523;
b3598;EG11765;yibI;EG11765-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11765;P32108;
b3063;EG12393;ttdT ygjC ygjE;YGJE-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12393;P39414;
b3761;EG30105;trpT su7 su8 su9 supU supV;trpT-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30105;;
b2831;EG10624;mutH mutR prv;EG10624-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10624;P06722;
b3848;EG11484;yigZ;EG11484-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11484;P27862;
b2133;EG10231;dld ldh;DLACTDEHYDROGFAD-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10231;P06149;
b2814;EG30062;metZ metZalpha;metZ-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30062;;
b2428;G7263;murQ yfeU;G7263-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7263;P76535;
b2395;EG11145;pdeA yfeA;EG11145-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11145;P23842;
b3734;EG10098;atpA papA uncA;ATPA-MONOMER;1;OBS0-49 OBS0-31 OBS0-40 OBS0-37 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10098;P0ABB0;
b3852;EG30043;ileT tilA;ileT-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30043;;
b3068;EG12717;mug ygjF;EG12717-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12717;P0A9H1;
b4263;G7890;yjgR;G7890-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7890;P39342;
b0813;EG12134;rhtA ybiF;EG12134-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12134;P0AA67;
b0216;EG30025;aspV;aspV-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30025;;
b3208;G7668;mtgA mgt yrbM;G7668-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7668;P46022;
b3353;G7718;yheT;G7718-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7718;P45524;
b2200;EG12058;ccmB yejV;CCMB-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12058;P0ABL8;membrane
b3276;EG30009;alaU talD;alaU-tRNA;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG30009;;
b4351;EG10612;mrr;EG10612-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10612;P24202;
